,No.,Movie,Year,IMDB_rating,Number of votes,Meta favor,Meta score,Certificate,Runtime,Genre,Gross Exact Value,Gross Approximation,movie_url
0,12654,Captain Black,2017,4.9,78,,,,86 min,Drama,,,/title/tt6063648/
1,12658,Wendy and the Refugee Neverland,2017,4.8,78,,,,87 min,"Comedy, Drama",,,/title/tt4498092/
2,12659,Alaska Is a Drag,2017,7.2,78,,,,83 min,Drama,,,/title/tt4341390/
3,12660,The Mad Ones,2017,6.1,78,,,,95 min,"Comedy, Drama",,,/title/tt3887208/
4,12662,The Man Behind the Microphone,2017,7.5,77,,,,86 min,"Documentary, Biography",,,/title/tt7889414/
5,12664,Nakshatram,2017,4.2,77,,,,167 min,Action,,,/title/tt7860140/
6,12666,The Lonely Battle of Thomas Reid,2017,7.6,77,,,,76 min,Documentary,,,/title/tt7670458/
7,12667,From the Ground Up,2017,8.8,77,,,,95 min,"Documentary, Sport",,,/title/tt7665846/
8,12668, Trotsky,2017,7.1,77,,,,45 min,Biography,,,/title/tt7599132/
9,12671,Pigeon Tango,2017,1.8,77,,,,109 min,"Crime, Thriller",,,/title/tt7504662/
10,12675,Game Over,2017,7.1,77,,,Not Rated,140 min,Thriller,,,/title/tt7399620/
11,12678,The Secret Garden,2017,5.2,77,,,TV-G,90 min,Family,,,/title/tt7334352/
12,12683, Queers,2017,8.6,77,,,TV-14,20 min,Drama,,,/title/tt7230406/
13,12685,Fatima the Ultimate Mystery,2017,6.3,77,,,Not Rated,80 min,Documentary,,,/title/tt7177432/
14,12686,The Cousin,2017,6.9,77,,,,93 min,Drama,,,/title/tt7157668/
15,12691,Overshadowed,2017,7.4,77,,,,,Drama,,,/title/tt6930224/
16,12692,Bangara s/o Bangarada Manushya,2017,6.9,77,,,,,"Action, Drama",,,/title/tt6926436/
17,12699, Ölene Kadar,2017,9.8,77,,,,,Drama,,,/title/tt6396252/
18,12700,Ennodu Vilayadu,2017,5.6,77,,,,110 min,Thriller,,,/title/tt6544392/
0,12702, Born to Kill,2017,8.0,77,,,,48 min,"Drama, Mystery, Thriller",,,/title/tt6464458/
1,12703, Jeff & Some Aliens,2017,8.8,77,,,TV-14,21 min,"Animation, Comedy, Sci-Fi",,,/title/tt4218824/
2,12706,Aganatiq,2017,6.1,77,,,,75 min,Comedy,,,/title/tt6413370/
3,12708,Rikuô,2017,7.3,77,,,,54 min,Drama,,,/title/tt6372724/
4,12711,Gekijouban Seitokai yakuindomo,2017,6.5,77,,,,60 min,"Animation, Comedy",,,/title/tt6337252/
5,12712,Tell Them We Are Rising: The Story of Black Colleges and Universities,2017,6.6,77,,,Not Rated,85 min,"Documentary, History",,,/title/tt6333094/
6,12715,American Paradise,2017,7.4,77,,,,18 min,Short,,,/title/tt6219668/
7,12716, The Last Post,2017,7.9,77,,,TV-14,58 min,"Drama, History, Romance",,,/title/tt5133742/
8,12717,Mobius,2017,6.5,77,,,,16 min,"Short, Mystery",,,/title/tt6085744/
9,12723, Training Day,2017,8.1,77,,,TV-14,42 min,"Action, Crime, Drama",,,/title/tt4946972/
10,12728,Faithless,2017,9.3,77,,,,23 min,"Short, Thriller",,,/title/tt5326098/
11,12729,Far from Here,2017,5.6,77,,,,93 min,Drama,,,/title/tt4956270/
12,12731,Ashes,2017,7.4,77,,,,71 min,Drama,,,/title/tt4577050/
13,12732,Billy the Kid: Showdown in Lincoln County,2017,1.8,77,,,,80 min,Western,,,/title/tt4319430/
14,12733,Videotape,2017,5.1,77,,,,96 min,"Drama, Mystery, Thriller",,,/title/tt1665799/
15,12736,Alientologists,2017,7.2,76,,,,17 min,"Short, Comedy, Sci-Fi",,,/title/tt8159262/
16,12741,Codename: Diablo!,2017,7.7,76,,,,90 min,"Action, Comedy",,,/title/tt7446804/
17,12743,You with Me,2017,8.7,76,,,,92 min,Romance,,,/title/tt7433398/
18,12744,Czuwaj,2017,5.0,76,,,,90 min,Thriller,,,/title/tt7416102/
19,12749,Taawdo the Sunlight,2017,9.5,76,,,,98 min,Drama,,,/title/tt7302010/
20,12750,La Libertad,2017,6.6,76,,,Not Rated,30 min,"Documentary, Short",,,/title/tt7289450/
0,12753,The Third World,2017,8.6,76,,,,11 min,"Documentary, Short",,,/title/tt7168246/
1,12756,House of Toy Bricks,2017,1.8,76,,,,90 min,"Drama, Horror",,,/title/tt7053684/
2,12759,Sol 87,2017,6.2,76,,,,10 min,"Short, Sci-Fi",,,/title/tt7004664/
3,12761,Bloody Drama,2017,3.3,76,,,,84 min,Horror,,,/title/tt6957816/
4,12763,Shreelancer,2017,7.4,76,,,,93 min,Drama,,,/title/tt6892468/
5,12764,Luck at First Sight,2017,7.5,76,,,TV-PG,95 min,"Comedy, Romance",,,/title/tt6847354/
6,12766,Best Friend from Heaven,2017,5.3,76,,,TV-PG,88 min,Drama,,,/title/tt6744422/
7,12768, The Disappearance,2017,7.4,76,,,TV-14,43 min,"Drama, Mystery",,,/title/tt6643540/
8,12770,Generatie B,2017,7.8,76,,,,,Comedy,,,/title/tt6650500/
9,12771,Ichirei Shite Kiss,2017,6.1,76,,,,99 min,Romance,,,/title/tt6649274/
10,12776,Cha Cõng Con,2017,7.8,76,,,,90 min,"Drama, Family",,,/title/tt6531206/
11,12786, Extinct,2017,7.6,76,,,,,"Action, Adventure, Drama",,,/title/tt5926494/
12,12787,The Avenue,2017,4.9,76,,,Not Rated,81 min,Crime,,,/title/tt6174392/
13,12789,Extrand,2017,1.1,76,,,,91 min,"Comedy, Drama",,,/title/tt6028234/
14,12791,Bilu: A demon within,2017,7.0,76,,,,128 min,"Drama, Fantasy",,,/title/tt5940384/
15,12792,Alguma Coisa Assim,2017,6.3,76,,,,81 min,Drama,,,/title/tt5863402/
16,12793,Kvarteto,2017,5.3,76,,,,89 min,"Comedy, Drama",,,/title/tt5785016/
17,12794,(Romance) in the Digital Age,2017,6.6,76,,,,85 min,"Comedy, Music",,,/title/tt5525418/
18,12796,Vakfolt,2017,5.2,76,,,,89 min,"Action, Comedy, Drama",,,/title/tt4580974/
19,12797,Girls Like Magic,2017,6.7,76,,,,80 min,Romance,,,/title/tt4557998/
20,12798,When She Showed Up,2017,6.9,76,,,,92 min,"Comedy, Drama, Romance",,,/title/tt4111262/
21,12799,Sugar!,2017,4.0,76,,,,94 min,"Drama, Music",,,/title/tt3385704/
0,12801,Hampi,2017,7.5,75,,,,97 min,Romance,,,/title/tt7679852/
1,12804,Cerulia,2017,7.4,75,,,,13 min,"Animation, Short, Horror",,,/title/tt7568068/
2,12806,The Next Guardian,2017,7.6,75,,,,75 min,Documentary,,,/title/tt7497890/
3,12808,Impreza,2017,6.8,75,,,,76 min,Documentary,,,/title/tt7464216/
4,12813,Jomblo,2017,6.6,75,,,,117 min,Comedy,,,/title/tt7329748/
5,12822,The Last Painting,2017,6.1,75,,,,108 min,"Drama, Mystery",,,/title/tt7010366/
6,12823,Tomake Chai,2017,5.0,75,,,Not Rated,121 min,Romance,,,/title/tt6975084/
7,12826,Zahradnictví: Dezertér,2017,6.2,75,,,,115 min,Drama,,,/title/tt6807074/
8,12827,Tresnje,2017,7.0,75,,,,29 min,Short,,,/title/tt6805094/
9,12828,Westworld to Yuma,2017,6.2,75,,,,5 min,"Short, Comedy, Western",,,/title/tt6764692/
10,12830,My Little Brother,2017,6.8,75,,,,106 min,Comedy,,,/title/tt6654268/
11,12831,La Mentirita Blanca,2017,6.3,75,,,,80 min,Comedy,,,/title/tt6653174/
12,12837,Hexing,2017,4.7,75,,,,80 min,Horror,,,/title/tt6396104/
13,12839,A Touch of Stardust,2017,7.1,75,,,,,Romance,,,/title/tt6393284/
14,12841,Giantess Attack,2017,3.4,75,,,,62 min,"Sci-Fi, Thriller",,,/title/tt6359962/
15,12842,"Lindy Lou, Juror Number 2",2017,6.5,75,,,,85 min,Documentary,,,/title/tt6340848/
16,12843,Thorn,2017,6.8,75,,,,82 min,Drama,,,/title/tt6265212/
17,12845, Training Day,2017,8.3,75,,,TV-14,41 min,"Action, Crime, Drama",,,/title/tt4946972/
18,12846,Atrás hay relámpagos,2017,5.4,75,,,,82 min,Drama,,,/title/tt6186068/
0,12851,Cupid's Proxy,2017,5.9,75,,,Not Rated,87 min,Family,,,/title/tt6100898/
1,12852,Mrtve ribe,2017,6.7,75,,,,121 min,Drama,,,/title/tt5941352/
2,12854,Fagyott május,2017,5.3,75,,,,72 min,"Horror, Sci-Fi, Thriller",,,/title/tt5863822/
3,12855,Menina,2017,7.0,75,,,,100 min,Drama,,,/title/tt5790644/
4,12856, Shots Fired,2017,6.9,75,,,TV-14,44 min,"Crime, Drama",,,/title/tt5093452/
5,12860,A Fancy Piece of Homicide,2017,5.0,75,,,,100 min,"Crime, Mystery, Thriller",,,/title/tt4817008/
6,12861,Star Nextdoor,2017,6.6,74,,,,98 min,Drama,,,/title/tt8661098/
7,12863,Eingeimpft,2017,4.1,74,,,,95 min,Documentary,,,/title/tt8072488/
8,12870,Jake,2017,3.4,74,,,,88 min,Horror,,,/title/tt7420676/
9,12872,The Camp,2017,5.9,74,,,,118 min,Documentary,,,/title/tt7292918/
10,12874,Hissa Hilal - Eine Stimme hinter dem Schleier,2017,7.4,74,,,,58 min,"Documentary, Biography",,,/title/tt7240656/
11,12875,The Thing in the Apartment: Chapter II,2017,6.3,74,,,,4 min,"Short, Horror",,,/title/tt7204238/
12,12876,Detetives do Prédio Azul: O Filme,2017,6.3,74,,,,83 min,"Adventure, Family",,,/title/tt7150100/
13,12884,White Deer Plain,2017,8.6,74,,,,"3,825 min","Drama, History",,,/title/tt6903080/
14,12886,Las cinéphilas,2017,8.0,74,,,,74 min,Documentary,,,/title/tt6840538/
15,12887,A Nail Clipper Romance,2017,4.7,74,,,,97 min,Comedy,,,/title/tt6839248/
16,12888,Urban Myth: Nest,2017,6.4,74,,,TV-14,16 min,"Short, Horror",,,/title/tt6791074/
17,12889,"0,03 Seconde",2017,7.2,74,,,,90 min,Documentary,,,/title/tt6783970/
18,12890,Vezuchiy sluchay,2017,4.0,74,,,,93 min,Comedy,,,/title/tt6755880/
19,12898,No Man's Land,2017,7.3,74,,,TV-MA,81 min,Documentary,,,/title/tt6546808/
20,12899,National Theatre Live: Saint Joan,2017,7.5,74,,,,240 min,Drama,,,/title/tt6546570/
0,12903,Death of a Child,2017,6.9,74,,,,80 min,Documentary,,,/title/tt6512300/
1,12909,My Mother's Lost Children,2017,7.9,74,,,,89 min,Documentary,,,/title/tt6349126/
2,12911,Göçebe,2017,6.4,74,,,,,Drama,,,/title/tt6305342/
3,12912, Making History,2017,6.3,74,,,TV-14,22 min,"Adventure, Comedy, History",,,/title/tt5515410/
4,12913, Training Day,2017,8.2,74,,,TV-14,41 min,"Action, Crime, Drama",,,/title/tt4946972/
5,12917,Secondhand Hearts,2017,5.4,74,,,TV-14,93 min,"Drama, Romance",,,/title/tt6091368/
6,12918,Diagnosis,2017,7.2,74,,,,19 min,"Short, Drama",,,/title/tt5858524/
7,12922,Into the Outbreak,2017,6.8,74,,,,95 min,"Horror, Sci-Fi",,,/title/tt5801522/
8,12923,Where Demons Dwell: The Girl in the Cornfield 2,2017,6.0,74,,,,140 min,"Horror, Mystery, Thriller",,,/title/tt5691924/
9,12924,Mantostaan,2017,6.2,74,,,,92 min,"Drama, History",,,/title/tt5569160/
10,12927,Varsity Punks,2017,6.3,74,,,,100 min,"Comedy, Drama, Sport",,,/title/tt4790338/
11,12928,Boomtown,2017,5.1,74,,,Not Rated,91 min,Drama,,,/title/tt4616802/
12,12929,Free to Rock,2017,7.4,74,,,,61 min,"Documentary, History, Music",,,/title/tt4287080/
13,12930,"Dirty, Yellow, Darkness",2017,8.0,74,,,,95 min,Drama,,,/title/tt3437498/
14,12931,Jio Pagla,2017,5.2,73,,,,154 min,"Comedy, Romance",,,/title/tt8658520/
15,12934,Premika,2017,6.6,73,,,,90 min,"Comedy, Horror",,,/title/tt7724874/
16,12939,Lady You Shot Me: Life and Death of Sam Cooke,2017,6.5,73,,,TV-PG,95 min,Documentary,,,/title/tt7564064/
17,12940,Malarazza: una storia di periferia,2017,5.8,73,,,,94 min,Drama,,,/title/tt7511098/
18,12947,The Cover-up,2017,9.2,73,,,,50 min,"Documentary, Drama",,,/title/tt7428456/
19,12950,Ottamuri Velicham,2017,7.3,73,,,Not Rated,102 min,Drama,,,/title/tt7345948/
0,12951,A Mother Brings Her Son to Be Shot,2017,7.3,73,,,,84 min,Documentary,,,/title/tt7323594/
1,12956,Sirayet,2017,8.0,73,,,,17 min,"Short, Crime, Drama",,,/title/tt7227476/
2,12957,Satanic Meat Cleaver Massacre,2017,2.2,73,,,,90 min,Horror,,,/title/tt7202354/
3,12958,La Bataille de San Romano,2017,6.1,73,,,,2 min,"Animation, Short",,,/title/tt7190398/
4,12959,Ranchi Diaries,2017,7.5,73,,,,93 min,Thriller,,,/title/tt7154994/
5,12960,Krazzy Tabbar,2017,5.5,73,,,,118 min,Comedy,,,/title/tt7154282/
6,12961,Chor Bani Thangaat Kare,2017,8.0,73,,,,128 min,"Comedy, Drama, Family",,,/title/tt7117376/
7,12962,Launder Man,2017,5.9,73,,,,,"Short, Horror",,,/title/tt7062474/
8,12974,Burg Schreckenstein II - Küssen (nicht) verboten,2017,6.0,73,,,,100 min,"Adventure, Comedy, Drama",,,/title/tt6887178/
9,12975,West Of The Jordan River,2017,6.5,73,,,,84 min,Documentary,"1,926",$0.00M,/title/tt6803974/
10,12977, Paula,2017,7.3,73,,,,58 min,"Drama, Thriller",,,/title/tt6495880/
11,12982,Montrak,2017,5.2,73,,,,121 min,"Action, Fantasy, Horror",,,/title/tt6554976/
12,12984,Vuil Wasgoed,2017,7.4,73,,,,97 min,Crime,,,/title/tt6535314/
13,12991,The New Radical,2017,6.5,73,,,Not Rated,117 min,Documentary,,,/title/tt6333062/
14,12992,High Life,2017,6.5,73,,,,,Drama,,,/title/tt6228658/
15,12994, The Last Post,2017,8.0,73,,,TV-14,59 min,"Drama, History, Romance",,,/title/tt5133742/
16,12996,Sipur Ahava Eretz-Israeli,2017,6.6,73,,,,93 min,"Drama, History",,,/title/tt6077176/
17,12997,Game,2017,8.4,73,,,,15 min,"Short, Action, Drama",,,/title/tt6051944/
18,12998,Fühlen Sie sich manchmal ausgebrannt und leer?,2017,5.8,73,,,,94 min,Comedy,,,/title/tt6029146/
0,13001,Nous sommes les autres,2017,6.2,73,,,,,Drama,,,/title/tt5861066/
1,13002, Shots Fired,2017,7.0,73,,,TV-14,44 min,"Crime, Drama",,,/title/tt5093452/
2,13003,Unfallen,2017,5.0,73,,,,97 min,"Action, Adventure, War",,,/title/tt5632272/
3,13004,Hana ikusa,2017,6.4,73,,,,127 min,Drama,,,/title/tt5493172/
4,13005,Active Adults,2017,5.8,73,,,Not Rated,80 min,"Comedy, Drama",,,/title/tt5460416/
5,13006,Buzzard Hollow Beef,2017,5.7,73,,,,75 min,Horror,,,/title/tt5312266/
6,13007,Back to One: First Position,2017,7.3,73,,,,,"Drama, Romance",,,/title/tt5052832/
7,13008,Dedeu eogein,2017,6.3,73,,,,92 min,"Mystery, Romance, Thriller",,,/title/tt4928412/
8,13010,Gheyre Mojaz,2017,4.2,72,,,,98 min,Drama,,,/title/tt8037658/
9,13011,Pacíficum,2017,6.5,72,,,,74 min,Documentary,,,/title/tt8026108/
10,13012,Dangar Doctor Jelly,2017,5.5,72,,,,132 min,"Comedy, Drama, Family",,,/title/tt7993874/
11,13013,Overwatch: Honor and Glory,2017,8.2,72,,,,7 min,"Animation, Short",,,/title/tt7929942/
12,13015, Boku dake ga inai machi,2017,8.0,72,,,TV-14,,"Drama, Fantasy, Mystery",,,/title/tt7573686/
13,13016,KL Wangan,2017,5.2,72,,,,90 min,Action,,,/title/tt7688988/
14,13020,Shi wan ge leng xiao hua II,2017,6.7,72,,,,,Animation,,,/title/tt7490280/
15,13023,Bangzi Melody,2017,7.6,72,,,,99 min,Drama,,,/title/tt7424828/
16,13029,Tigre,2017,6.0,72,,,,91 min,Drama,,,/title/tt7297964/
17,13033,VeAz Hi Hegiaa,2017,6.6,72,,,,104 min,"Comedy, Romance",,,/title/tt7196880/
18,13037,Dead Donkeys Fear No Hyenas,2017,7.1,72,,,,80 min,Documentary,,,/title/tt6992058/
19,13041,The Faith Community,2017,4.3,72,,,TV-MA,88 min,Horror,,,/title/tt6815734/
20,13046,Can We Still Be Friends?,2017,6.5,72,,,,113 min,Romance,,,/title/tt6731862/
21,13048,Alteration,2017,7.2,72,,,,17 min,"Short, Sci-Fi",,,/title/tt6682676/
22,13049,Kangaroo,2017,7.2,72,,,,103 min,Documentary,"4,547",$0.00M,/title/tt6674514/
0,13051,The 12,2017,5.9,72,,,,81 min,Thriller,,,/title/tt6657486/
1,13056,Dhanapati,2017,8.2,72,,,,,"Comedy, Drama",,,/title/tt6580708/
2,13060,Mavi sessizlik,2017,5.2,72,,,,93 min,Drama,,,/title/tt6518782/
3,13061,PAWNS,2017,7.9,72,,,,13 min,"Short, Drama, History",,,/title/tt6509266/
4,13065,My Wonderful West Berlin,2017,7.1,72,,,,97 min,"Documentary, Biography, History",,,/title/tt6445290/
5,13068,Cinderella's Hot Night,2017,4.6,72,,,Not Rated,81 min,Comedy,,,/title/tt6359974/
6,13076, Shots Fired,2017,7.0,72,,,TV-14,44 min,"Crime, Drama",,,/title/tt5093452/
7,13078, The Moorside,2017,7.5,72,,,TV-MA,59 min,"Crime, Drama, Mystery",,,/title/tt5327216/
8,13079,Kid West,2017,6.2,72,,,Not Rated,63 min,"Adventure, Family, Western",,,/title/tt5521724/
9,13080,Buzz One Four,2017,7.9,72,,,,60 min,"Documentary, Biography, History",,,/title/tt5512674/
10,13081,Treasure,2017,6.3,72,,,,89 min,Drama,,,/title/tt3503924/
11,13082,Shallow Water,2017,6.6,72,,,,19 min,"Short, Sci-Fi",,,/title/tt2235136/
12,13083,203,2017,10.0,72,,,,,"Short, Drama, Mystery",,,/title/tt11281576/
13,13085,Where Has the Time Gone?,2017,5.5,71,,,,112 min,Drama,,,/title/tt7820502/
14,13087,Oru Pennu Kaanal Kadha,2017,7.7,71,,,,,"Comedy, Drama, Romance",,,/title/tt7770232/
15,13089,Depth Perception,2017,8.0,71,,,Not Rated,63 min,Sport,,,/title/tt7738490/
16,13091, Boku dake ga inai machi,2017,8.0,71,,,TV-14,,"Drama, Fantasy, Mystery",,,/title/tt7573686/
17,13093,Anna Fucking Molnar,2017,4.9,71,,,,100 min,"Comedy, Romance",,,/title/tt7665340/
18,13096,Sakurada Reset,2017,7.4,71,,,TV-14,,"Animation, Drama, Fantasy",,,/title/tt7537488/
0,13102,Tommy Can't Sleep,2017,6.6,71,,,,5 min,"Short, Comedy, Horror",,,/title/tt7353582/
1,13103,Dayavittu Gamanisi,2017,8.0,71,,,,131 min,"Comedy, Drama",,,/title/tt7342028/
2,13109,Lavina,2017,6.4,71,,,,70 min,Comedy,,,/title/tt7140888/
3,13110,The Uncomfortable Truth,2017,7.0,71,,,,85 min,Documentary,,,/title/tt7119062/
4,13111,Garo: Kami no kiba,2017,5.5,71,,,,98 min,"Action, Fantasy",,,/title/tt7117354/
5,13112,Shigatsu no nagai yume,2017,5.8,71,,,,93 min,Drama,,,/title/tt7085058/
6,13114,Proyecto tiempo,2017,5.6,71,,,,63 min,Sci-Fi,,,/title/tt7019968/
7,13116,In a Nutshell,2017,7.2,71,,,,5 min,"Animation, Short",,,/title/tt6970378/
8,13118,La Traviata,2017,6.3,71,,,,141 min,Music,,,/title/tt6954298/
9,13119,Call TV,2017,5.8,71,,,,84 min,"Comedy, Crime, Horror",,,/title/tt6951594/
10,13120,Verborgen Verlangen,2017,4.2,71,,,,95 min,Comedy,,,/title/tt6950320/
11,13122,Zwischen den Stühlen,2017,7.0,71,,,,102 min,Documentary,,,/title/tt6907466/
12,13124,"Lao shi, ni hui bu hui hui lai",2017,6.7,71,,,,108 min,Drama,,,/title/tt6879340/
13,13125,Mexico: Earth's Festival of Life,2017,8.1,71,,,,180 min,"Documentary, History",,,/title/tt6858064/
14,13128,A League of Their Own US Road Trip,2017,8.7,71,,,,,Documentary,,,/title/tt6819698/
15,13131,Irgendwer,2017,6.6,71,,,,14 min,"Short, Biography, Drama",,,/title/tt6700834/
16,13133,Asansior za Pacienti,2017,5.0,71,,,,89 min,Drama,,,/title/tt6690182/
17,13134,Oru Visheshapetta Biriyani Kissa,2017,5.7,71,,,,126 min,Drama,,,/title/tt6688098/
18,13135,Spring,2017,6.8,71,,,,7 min,"Short, Drama",,,/title/tt6658898/
19,13139,Kadam Katha,2017,6.0,71,,,,121 min,Comedy,,,/title/tt6640006/
20,13140,Gomorroide,2017,5.5,71,,,,97 min,Comedy,,,/title/tt6569622/
21,13146,Se Busca Novio... Para Mi Mujer,2017,6.0,71,,,,100 min,"Comedy, Drama",,,/title/tt6450794/
0,13152,Arî kyatto,2017,6.8,71,,,,129 min,Comedy,,,/title/tt6347492/
1,13153,Asszonyok lázadása,2017,8.6,71,,,,72 min,"Documentary, Drama, War",,,/title/tt6286510/
2,13156,Mor Ufuklar,2017,7.8,71,,,,112 min,Drama,,,/title/tt6155958/
3,13158,Arrangiarsi: Pizza... & the Art of Living,2017,9.4,71,,,,91 min,Documentary,"66,186",$0.07M,/title/tt6097926/
4,13159,Soufra,2017,7.7,71,,,Not Rated,73 min,Documentary,,,/title/tt6091122/
5,13163,Pitanga,2017,6.7,71,,,,90 min,Documentary,,,/title/tt5801550/
6,13165,Miluji te modre,2017,4.9,71,,,,90 min,"Comedy, Romance",,,/title/tt5736290/
7,13166, Shots Fired,2017,6.9,71,,,TV-14,44 min,"Crime, Drama",,,/title/tt5093452/
8,13167,"Gostosas, Lindas e Sexies",2017,4.0,71,,,,140 min,Comedy,,,/title/tt5649480/
9,13168,El ángel en el reloj,2017,6.9,71,,,TV-PG,91 min,"Animation, Family",,,/title/tt5265948/
10,13170,Candyflip,2017,6.1,71,,,,105 min,"Fantasy, Mystery, Thriller",,,/title/tt5069058/
11,13171,"Tas, ko vini neredz",2017,5.6,71,,,,,"Drama, Mystery, Romance",,,/title/tt4938156/
12,13172,The Space Between,2017,8.0,71,,,Not Rated,90 min,"Comedy, Drama",,,/title/tt4682922/
13,13173,Journey to the Forbidden Valley,2017,5.2,71,,,,96 min,"Action, Adventure, Family",,,/title/tt2387710/
14,13174,South Dakota,2017,4.4,71,,,,127 min,"Drama, Romance",,,/title/tt1572169/
15,13175,Hidden Dragon Battle,2017,8.5,70,,,,,Action,,,/title/tt9838780/
16,13176,Torment of angels,2017,5.3,70,,,,127 min,Horror,,,/title/tt8684374/
17,13181,Zhui zong,2017,6.3,70,,,,114 min,"Crime, Drama, Mystery",,,/title/tt7708320/
18,13184,Gochuumon wa Usagi desu ka??: Dear My Sister,2017,6.5,70,,,,60 min,"Animation, Comedy",,,/title/tt7625514/
19,13185,Jibam,2017,8.4,70,,,,99 min,Drama,,,/title/tt7605228/
20,13191,Brian and Charles,2017,7.9,70,,,,,"Short, Comedy, Sci-Fi",,,/title/tt7457336/
21,13193,Pinjamkan Hatiku,2017,7.8,70,,,,120 min,"Drama, Romance",,,/title/tt7383862/
22,13195,The Witcher,2017,4.0,70,,,,29 min,"Short, Fantasy",,,/title/tt7351402/
23,13198,Double Echo,2017,4.4,70,,,,89 min,"Drama, Thriller",,,/title/tt7290688/
24,13199,The Unseen,2017,2.4,70,,,TV-MA,53 min,Horror,,,/title/tt7273646/
0,13207,Ringan,2017,8.1,70,,,,106 min,Drama,,,/title/tt6998626/
1,13209,American Koko,2017,6.8,70,,,TV-MA,,Comedy,,,/title/tt6932976/
2,13218,Kud Krachak Krien,2017,5.2,70,,,,,Horror,,,/title/tt6780894/
3,13224,Bob the Builder: Mega Machines,2017,4.9,70,,,Not Rated,63 min,"Animation, Action, Adventure",,,/title/tt6604334/
4,13230, Kobayashi-san Chi No Maid Dragon,2017,7.2,70,,,TV-14,25 min,"Animation, Comedy, Fantasy",,,/title/tt6185782/
5,13234,The Mess He Made,2017,6.3,70,,,Not Rated,11 min,"Short, Drama",,,/title/tt6367326/
6,13237,Pressing On: The Letterpress Film,2017,7.3,70,,,,99 min,Documentary,,,/title/tt6085152/
7,13241,Abduction,2017,2.8,70,,,,90 min,"Action, Comedy, Drama",,,/title/tt5943940/
8,13245, Shots Fired,2017,6.7,70,,,TV-14,44 min,"Crime, Drama",,,/title/tt5093452/
9,13246,This Is Us,2017,8.5,70,,,,90 min,Drama,,,/title/tt5617898/
10,13248,Cold War,2017,6.7,70,,,,96 min,"Comedy, Romance",,,/title/tt5537300/
11,13250,Aliens & Gufors,2017,6.1,70,,,,89 min,"Comedy, Family, Sci-Fi",,,/title/tt5164664/
0,13251,Mr. Chibbs,2017,7.1,70,,,G,86 min,Documentary,"8,239",$0.01M,/title/tt4633340/
1,13252,Between Hell and Paradise,2017,9.5,70,,,,15 min,"Documentary, Short, Drama",,,/title/tt4133400/
2,13253,The Concessionaires Must Die!,2017,7.2,70,,,,93 min,Comedy,,,/title/tt3257092/
3,13254,Medias Res,2017,7.4,70,,,,95 min,"Comedy, Crime, Drama",,,/title/tt3236222/
4,13255,Elliot,2017,3.5,70,,,,,"Fantasy, Horror, Sci-Fi",,,/title/tt3158830/
5,13256,Cocaine Prison,2017,6.4,70,,,,90 min,"Documentary, Drama",,,/title/tt2353887/
6,13258,Jill Bilcock: Dancing the Invisible,2017,7.6,69,,,,78 min,Documentary,,,/title/tt8027180/
7,13259,Bharjari,2017,5.7,69,,,,157 min,"Action, Comedy, Romance",,,/title/tt8016262/
8,13260,Lost in the Fumes,2017,7.7,69,,,,97 min,Documentary,,,/title/tt7875626/
9,13264, Boku dake ga inai machi,2017,8.6,69,,,TV-14,,"Drama, Fantasy, Mystery",,,/title/tt7573686/
10,13265, Boku dake ga inai machi,2017,8.1,69,,,TV-14,,"Drama, Fantasy, Mystery",,,/title/tt7573686/
11,13269,Été,2017,6.9,69,,,,19 min,"Short, Drama",,,/title/tt7686040/
12,13272,Yazichniki,2017,6.3,69,,,,93 min,Drama,,,/title/tt7626214/
13,13276,61: Highway to Hell,2017,4.2,69,,,,,Comedy,,,/title/tt7491480/
14,13277,Kamen Raidâ Heisei Jenerêshonzu Fainaru: Birudo ando Eguzeido wizu Rejendo Raidâ,2017,7.6,69,,,,91 min,Action,,,/title/tt7472924/
15,13278,Spotlight,2017,7.5,69,,,,,Drama,,,/title/tt7468552/
16,13279,Beksinscy. Album wideofoniczny,2017,7.8,69,,,,80 min,Documentary,,,/title/tt7444808/
17,13280,Piazza Vittorio,2017,6.2,69,,,Not Rated,76 min,Documentary,,,/title/tt7380726/
18,13289, Dolunay,2017,8.9,69,,,,,"Comedy, Romance",,,/title/tt7115498/
19,13290,Bayama Irukku,2017,5.4,69,,,,122 min,"Comedy, Horror",,,/title/tt7041630/
20,13294,Murder Castle,2017,6.8,69,,,,,Drama,,,/title/tt7020712/
21,13297,Horizonti,2017,7.5,69,,,,97 min,"Drama, Thriller",,,/title/tt6954848/
22,13300,Sog,2017,7.0,69,,,,11 min,"Animation, Short, Drama",,,/title/tt6825944/
